id,material,substrate,process,T_C,P_Torr,t_pulse_s,GPC_A_per_cycle,Uniformity_pct,Interdiffusion_Width_nm,Diffusivity_cm2_per_s,Diffusivity_cm2_per_s_str,x_max_nm
ALD_HfO2_Si_05564,HfO2,Si(100),ALD,269.8,4.5,0.69,1.12,99.9,2.0,1.1082864693439184e-17,1.11e-17,7.189917529156904
ALD_HfO2_Si_05565,HfO2,Si(100),ALD,250.8,5.2,0.61,1.08,99.9,1.9,8.453937924996611e-18,8.45e-18,5.609076949983233
ALD_HfO2_Si_05566,HfO2,Si(100),ALD,316.8,8.8,0.77,1.17,99.9,2.0,2.8147957673506816e-17,2.81e-17,10.0
ALD_HfO2_Si_05567,HfO2,Si(100),ALD,206.0,4.2,0.47,1.05,99.9,0.51,7.810275735044707e-18,7.81e-18,1.270268827631221
ALD_HfO2_Si_05568,HfO2,Si(100),ALD,227.3,2.4,0.19,1.05,99.9,0.9,1.3084507031691805e-18,1.31e-18,0.5833663101670984
ALD_HfO2_Si_05569,HfO2,Si(100),ALD,311.9,9.9,0.89,1.16,99.9,2.0,1.3668912242257535e-17,1.37e-17,9.06849731842703
ALD_HfO2_Si_05570,HfO2,Si(100),ALD,241.2,2.9,0.1,1.03,99.9,1.22,1.1817682955866222e-18,1.18e-18,0.5452169516481863
ALD_HfO2_Si_05571,HfO2,Si(100),ALD,294.6,3.7,0.5,1.12,99.9,2.0,5.098440569432832e-18,5.1e-18,4.151232241718472
ALD_HfO2_Si_05572,HfO2,Si(100),ALD,214.4,0.6,0.41,1.03,99.9,0.61,4.224481118402694e-18,4.22e-18,1.0436426102832475
ALD_HfO2_Si_05573,HfO2,Si(100),ALD,153.6,0.4,0.26,0.96,99.9,1.54,1.2350096458735934e-18,1.24e-18,1.134451469293414
ALD_HfO2_Si_05574,HfO2,Si(100),ALD,244.7,9.5,0.73,1.08,99.9,1.66,9.474968126236654e-18,9.47e-18,5.6754689136205325
ALD_HfO2_Si_05575,HfO2,Si(100),ALD,338.8,5.9,0.08,1.13,99.9,2.0,2.2502461216246477e-18,2.25e-18,1.1031469088814096
ALD_HfO2_Si_05576,HfO2,Si(100),ALD,286.6,1.1,0.41,1.08,99.9,2.0,7.811606551498726e-18,7.81e-18,4.653025759453075
ALD_HfO2_Si_05577,HfO2,Si(100),ALD,287.3,4.0,0.85,1.12,99.9,2.0,1.7256643085757457e-17,1.73e-17,9.957744281249761
ALD_HfO2_Si_05578,HfO2,Si(100),ALD,167.2,8.0,0.7,1.01,96.2,1.2,3.965300076537901e-18,3.97e-18,2.5990321249234003
ALD_HfO2_Si_05579,HfO2,Si(100),ALD,201.6,3.9,0.44,1.0,99.9,0.54,2.229899939250388e-18,2.23e-18,0.6953542897339696
ALD_HfO2_Si_05580,HfO2,Si(100),ALD,168.6,3.5,0.31,0.98,99.9,1.04,1.7623921999107613e-18,1.76e-18,0.9993297569138833
ALD_HfO2_Si_05581,HfO2,Si(100),ALD,204.1,9.9,0.3,1.05,96.1,0.47,4.0537020130484366e-18,4.05e-18,0.6737949441513913
ALD_HfO2_Si_05582,HfO2,Si(100),ALD,154.4,7.9,0.64,1.0,95.3,1.59,3.2450096626167327e-18,3.25e-18,2.978780216227973
ALD_HfO2_Si_05583,HfO2,Si(100),ALD,268.1,5.2,0.1,1.1,99.9,2.0,1.5690830752211462e-18,1.57e-18,1.0299029851638914
ALD_HfO2_Si_05584,HfO2,Si(100),ALD,253.0,5.4,0.28,1.07,99.9,1.89,5.644395683501184e-18,5.64e-18,3.088822112474845
ALD_HfO2_Si_05585,HfO2,Si(100),ALD,155.0,1.2,0.5,1.0,99.9,1.49,1.898598764021256e-18,1.9e-18,1.887257760090824
ALD_HfO2_Si_05586,HfO2,Si(100),ALD,167.6,1.1,0.76,0.99,99.9,1.0,5.284669494493059e-18,5.28e-18,2.605307947004899
ALD_HfO2_Si_05587,HfO2,Si(100),ALD,199.6,4.6,0.85,1.03,99.9,0.63,5.3596092811097514e-18,5.36e-18,1.7480744689101462
ALD_HfO2_Si_05588,HfO2,Si(100),ALD,300.1,5.9,0.29,1.07,99.9,2.0,8.019218726093865e-18,8.02e-18,3.9649560389283525
ALD_HfO2_Si_05589,HfO2,Si(100),ALD,269.0,8.4,0.64,1.12,99.9,2.0,1.2024663167116317e-17,1.2e-17,7.212731987687607
ALD_HfO2_Si_05590,HfO2,Si(100),ALD,206.6,5.3,0.93,1.08,99.6,0.55,6.48715411633387e-18,6.49e-18,1.7562026328713292
ALD_HfO2_Si_05591,HfO2,Si(100),ALD,175.8,7.1,0.3,0.98,95.8,0.8,1.6232929159231575e-18,1.62e-18,0.7257589719450571
ALD_HfO2_Si_05592,HfO2,Si(100),ALD,251.1,3.0,0.24,1.06,99.9,1.84,3.955618404288195e-18,3.96e-18,2.3306335321480227
ALD_HfO2_Si_05593,HfO2,Si(100),ALD,347.4,8.3,0.97,1.18,99.9,2.0,1.7914826577754346e-17,1.79e-17,10.0
ALD_HfO2_Si_05594,HfO2,Si(100),ALD,190.7,9.4,0.89,1.04,98.3,0.53,5.274792459449767e-18,5.27e-18,1.4928525474797514
ALD_HfO2_Si_05595,HfO2,Si(100),ALD,293.7,7.3,0.1,1.12,99.9,2.0,2.347405754618035e-18,2.35e-18,1.2597008732718225
ALD_HfO2_Si_05596,HfO2,Si(100),ALD,279.4,0.6,0.64,1.09,99.9,2.0,9.529891604144052e-18,9.53e-18,6.421068683339934
ALD_HfO2_Si_05597,HfO2,Si(100),ALD,325.5,9.2,0.95,1.18,99.9,2.0,2.5757829524744687e-17,2.58e-17,10.0
ALD_HfO2_Si_05598,HfO2,Si(100),ALD,308.2,3.3,0.45,1.13,99.9,2.0,5.295676750447222e-18,5.3e-18,4.013657767530815
ALD_HfO2_Si_05599,HfO2,Si(100),ALD,161.3,8.2,0.78,1.0,96.9,1.15,3.013640047294072e-18,3.01e-18,2.292103283106736
ALD_HfO2_Si_05600,HfO2,Si(100),ALD,323.5,6.1,0.37,1.15,99.9,2.0,1.1462413283888324e-17,1.15e-17,5.354417625256875
ALD_HfO2_Si_05601,HfO2,Si(100),ALD,342.4,6.0,0.43,1.16,99.9,2.0,1.0513091291497697e-17,1.05e-17,5.528060579093314
ALD_HfO2_Si_05602,HfO2,Si(100),ALD,253.7,4.0,0.8,1.09,99.9,1.97,6.878140511119461e-18,6.88e-18,6.007449016761104
ALD_HfO2_Si_05603,HfO2,Si(100),ALD,157.4,7.6,0.6,0.98,99.2,1.45,3.952266810752898e-18,3.95e-18,2.9027531660791417
ALD_HfO2_Si_05604,HfO2,Si(100),ALD,310.8,7.3,0.06,1.13,99.9,2.0,1.4882471877135374e-18,1.49e-18,0.7769382596684312
ALD_HfO2_Si_05605,HfO2,Si(100),ALD,181.8,10.0,0.47,1.01,94.0,0.63,2.0970384160214866e-18,2.1e-18,0.8130851400286593
ALD_HfO2_Si_05606,HfO2,Si(100),ALD,186.2,3.8,0.92,1.04,99.9,0.66,6.198765271042233e-18,6.2e-18,2.04896149549771
ALD_HfO2_Si_05607,HfO2,Si(100),ALD,302.5,9.3,0.06,1.09,99.9,2.0,9.665089721622246e-19,9.67e-19,0.6261118423325008
ALD_HfO2_Si_05608,HfO2,Si(100),ALD,340.5,7.0,0.5,1.16,99.9,2.0,1.4520992108054736e-17,1.45e-17,7.005779994063831
ALD_HfO2_Si_05609,HfO2,Si(100),ALD,291.8,6.0,0.31,1.12,99.9,2.0,6.0317646890279565e-18,6.03e-18,3.555301124001592
ALD_HfO2_Si_05610,HfO2,Si(100),ALD,181.0,8.2,0.76,1.02,94.7,0.72,3.6541336489470596e-18,3.65e-18,1.5598213435243222
ALD_HfO2_Si_05611,HfO2,Si(100),ALD,200.4,4.6,0.94,1.06,99.9,0.43,8.725538956482471e-18,8.73e-18,1.600928240222204
ALD_HfO2_Si_05612,HfO2,Si(100),ALD,158.9,9.8,0.58,1.01,94.0,1.27,3.741290135040107e-18,3.74e-18,2.432045885052711
ALD_HfO2_Si_05613,HfO2,Si(100),ALD,163.8,7.6,0.36,1.0,97.9,1.19,2.0014039512401973e-18,2e-18,1.3131336799989926
ALD_HfO2_Si_05614,HfO2,Si(100),ALD,275.3,5.4,0.35,1.09,99.9,2.0,6.13876358333107e-18,6.14e-18,3.811077884032457
ALD_HfO2_Si_05615,HfO2,Si(100),ALD,213.1,1.3,0.46,1.03,99.9,0.68,2.494470361128552e-18,2.49e-18,0.9469354054221407
ALD_HfO2_Si_05616,HfO2,Si(100),ALD,287.6,5.8,0.79,1.09,99.9,2.0,2.111888141556476e-17,2.11e-17,10.0
ALD_HfO2_Si_05617,HfO2,Si(100),ALD,325.8,5.3,0.12,1.13,99.9,2.0,3.160273448110505e-18,3.16e-18,1.6011289208265653
ALD_HfO2_Si_05618,HfO2,Si(100),ALD,349.5,3.4,0.09,1.15,99.9,2.0,2.2953567936687467e-18,2.3e-18,1.1817339265960276
ALD_HfO2_Si_05619,HfO2,Si(100),ALD,294.9,3.5,0.43,1.12,99.9,2.0,8.65189503589278e-18,8.65e-18,5.014910616385214
ALD_HfO2_Si_05620,HfO2,Si(100),ALD,343.5,6.9,0.86,1.18,99.9,2.0,3.337463261871764e-17,3.34e-17,10.0
ALD_HfO2_Si_05621,HfO2,Si(100),ALD,309.6,7.8,0.52,1.13,99.9,2.0,1.3397761065681689e-17,1.34e-17,6.862638683340707
ALD_HfO2_Si_05622,HfO2,Si(100),ALD,332.4,5.6,0.18,1.11,99.9,2.0,3.601667410258224e-18,3.6e-18,2.0934442683774046
ALD_HfO2_Si_05623,HfO2,Si(100),ALD,237.4,8.9,0.21,1.03,99.8,1.29,2.8654063382167375e-18,2.87e-18,1.3008757518562852
ALD_HfO2_Si_05624,HfO2,Si(100),ALD,199.8,2.8,0.84,1.05,99.9,0.55,6.064120352836554e-18,6.06e-18,1.6137252365251802
ALD_HfO2_Si_05625,HfO2,Si(100),ALD,242.9,6.1,0.82,1.11,99.9,1.3,1.0838878565642394e-17,1.08e-17,5.0383206803945715
ALD_HfO2_Si_05626,HfO2,Si(100),ALD,213.3,4.1,0.37,1.03,99.9,0.63,2.4540526098821946e-18,2.45e-18,0.780416958800333
ALD_HfO2_Si_05627,HfO2,Si(100),ALD,247.3,9.1,0.76,1.09,99.9,1.67,1.2370030113762653e-17,1.24e-17,6.6565929091840825
ALD_HfO2_Si_05628,HfO2,Si(100),ALD,235.5,1.7,0.27,1.06,99.9,1.16,2.968265377261005e-18,2.97e-18,1.3500025436851704
ALD_HfO2_Si_05629,HfO2,Si(100),ALD,347.6,8.6,0.07,1.14,99.9,2.0,3.2064939743484687e-18,3.21e-18,1.231792575339572
ALD_HfO2_Si_05630,HfO2,Si(100),ALD,153.3,5.6,0.45,0.98,98.2,1.52,1.3124719319431668e-18,1.31e-18,1.5185818656768277
ALD_HfO2_Si_05631,HfO2,Si(100),ALD,215.6,9.9,0.7,1.04,99.4,0.74,3.976793398680109e-18,3.98e-18,1.605057541969658
ALD_HfO2_Si_05632,HfO2,Si(100),ALD,164.0,9.8,0.93,1.02,94.0,1.15,4.4731593504824756e-18,4.47e-18,3.0492276676070365
ALD_HfO2_Si_05633,HfO2,Si(100),ALD,257.4,5.3,0.17,1.07,99.9,2.0,3.458563824842017e-18,3.46e-18,1.9936352593963735
ALD_HfO2_Si_05634,HfO2,Si(100),ALD,274.3,9.2,0.8,1.12,99.9,2.0,2.2459496199785895e-17,2.25e-17,10.0
ALD_HfO2_Si_05635,HfO2,Si(100),ALD,345.3,7.5,0.15,1.14,99.9,2.0,3.656533630325124e-18,3.66e-18,1.9255454035544515
ALD_HfO2_Si_05636,HfO2,Si(100),ALD,216.9,2.1,0.86,1.07,99.9,0.57,7.664093786389647e-18,7.66e-18,1.9023824854847584
ALD_HfO2_Si_05637,HfO2,Si(100),ALD,303.3,8.7,0.39,1.15,99.9,2.0,8.50221143093435e-18,8.5e-18,4.734472538363204
ALD_HfO2_Si_05638,HfO2,Si(100),ALD,250.2,3.1,0.48,1.06,99.9,1.71,7.24961486229866e-18,7.25e-18,4.14684257741346
ALD_HfO2_Si_05639,HfO2,Si(100),ALD,256.5,8.7,0.11,1.06,99.9,2.0,1.9433816244542384e-18,1.94e-18,1.2021225295052795
ALD_HfO2_Si_05640,HfO2,Si(100),ALD,256.6,2.8,0.08,1.06,99.9,2.0,7.090121788184347e-19,7.09e-19,0.6192203051459226
ALD_HfO2_Si_05641,HfO2,Si(100),ALD,301.6,0.2,0.58,1.14,99.9,2.0,1.1961988033421774e-17,1.2e-17,6.848398548671075
ALD_HfO2_Si_05642,HfO2,Si(100),ALD,289.1,7.0,0.89,1.13,99.9,2.0,8.742727742007302e-18,8.74e-18,7.252568316604314
ALD_HfO2_Si_05643,HfO2,Si(100),ALD,205.0,3.4,0.08,0.97,99.9,0.44,7.479472180670415e-19,7.48e-19,0.3
ALD_HfO2_Si_05644,HfO2,Si(100),ALD,174.2,2.4,0.1,1.0,99.9,0.7,5.3625848546523255e-19,5.36e-19,0.3
ALD_HfO2_Si_05645,HfO2,Si(100),ALD,343.6,7.8,0.31,1.17,99.9,2.0,6.662418710003795e-18,6.66e-18,3.73654447968761
ALD_HfO2_Si_05646,HfO2,Si(100),ALD,173.0,9.9,0.08,0.95,94.0,1.01,5.2055407378018e-19,5.21e-19,0.3
ALD_HfO2_Si_05647,HfO2,Si(100),ALD,213.6,9.0,0.65,1.04,96.6,0.64,4.939717662866747e-18,4.94e-18,1.4908401080092983
ALD_HfO2_Si_05648,HfO2,Si(100),ALD,169.0,9.0,0.42,1.01,94.0,1.24,3.3540046418504432e-18,3.35e-18,1.913249076305043
ALD_HfO2_Si_05649,HfO2,Si(100),ALD,213.7,9.2,0.37,1.05,94.0,0.62,2.367439203550509e-18,2.37e-18,0.7543542150355914
ALD_HfO2_Si_05650,HfO2,Si(100),ALD,191.4,7.7,0.69,1.04,98.4,0.56,9.084527369538998e-18,9.08e-18,1.8226660050207368
ALD_HfO2_Si_05651,HfO2,Si(100),ALD,306.4,7.0,0.24,1.12,99.9,2.0,6.56020331892491e-18,6.56e-18,3.2624030812613842
ALD_HfO2_Si_05652,HfO2,Si(100),ALD,162.5,5.1,0.89,1.01,99.2,1.24,6.637754364979692e-18,6.64e-18,3.918055912432427
ALD_HfO2_Si_05653,HfO2,Si(100),ALD,191.2,8.2,0.99,1.04,98.4,0.56,4.909386129512836e-18,4.91e-18,1.604953936248357
ALD_HfO2_Si_05654,HfO2,Si(100),ALD,194.1,4.3,0.29,1.03,99.9,0.49,3.426980692424148e-18,3.43e-18,0.6350300255022856
ALD_HfO2_Si_05655,HfO2,Si(100),ALD,330.5,1.3,0.38,1.14,99.9,2.0,7.251817463828028e-18,7.25e-18,4.316070979615771
ALD_HfO2_Si_05656,HfO2,Si(100),ALD,293.3,0.9,0.37,1.1,99.9,2.0,6.6023572269389196e-18,6.6e-18,4.0637194657136
ALD_HfO2_Si_05657,HfO2,Si(100),ALD,335.1,6.8,0.17,1.16,99.9,2.0,7.239521929895257e-18,7.24e-18,2.884381840505107
ALD_HfO2_Si_05658,HfO2,Si(100),ALD,224.4,3.6,0.27,1.04,99.9,0.96,3.0039887792614233e-18,3e-18,1.1239464514409891
ALD_HfO2_Si_05659,HfO2,Si(100),ALD,254.7,0.4,0.84,1.12,99.9,1.97,7.373819723015762e-18,7.37e-18,6.373756668147007
ALD_HfO2_Si_05660,HfO2,Si(100),ALD,213.5,8.5,0.15,1.01,97.2,0.61,1.7780878663725323e-18,1.78e-18,0.40953915136660024
ALD_HfO2_Si_05661,HfO2,Si(100),ALD,291.1,9.0,0.43,1.11,99.9,2.0,8.703471164711353e-18,8.7e-18,5.029835979590484
ALD_HfO2_Si_05662,HfO2,Si(100),ALD,336.6,6.9,0.86,1.17,99.9,2.0,2.200749406436003e-17,2.2e-17,10.0
ALD_HfO2_Si_05663,HfO2,Si(100),ALD,208.5,3.3,0.36,1.03,99.9,0.55,1.798839881750471e-18,1.8e-18,0.5753783891294828
ALD_HfO2_Si_05664,HfO2,Si(100),ALD,223.5,9.3,0.78,1.04,98.9,0.76,8.268866459577748e-18,8.27e-18,2.5091535260776867
ALD_HfO2_Si_05665,HfO2,Si(100),ALD,182.1,5.1,0.51,1.0,99.9,0.51,3.0256554020390384e-18,3.03e-18,0.8235848486365192
ALD_HfO2_Si_05666,HfO2,Si(100),ALD,314.6,4.0,0.46,1.12,99.9,2.0,1.1252379063656745e-17,1.13e-17,5.915268204937711
ALD_HfO2_Si_05667,HfO2,Si(100),ALD,253.1,10.0,0.98,1.11,99.9,1.9,7.627308127126297e-18,7.63e-18,6.752982694315832
ALD_HfO2_Si_05668,HfO2,Si(100),ALD,322.8,7.5,0.29,1.15,99.9,2.0,6.561139302915986e-18,6.56e-18,3.586426841500674
ALD_HfO2_Si_05669,HfO2,Si(100),ALD,323.9,9.0,0.57,1.13,99.9,2.0,1.6847629185663538e-17,1.68e-17,8.057126335002993
ALD_HfO2_Si_05670,HfO2,Si(100),ALD,150.3,6.1,0.32,0.99,99.2,1.85,2.5279781224126453e-18,2.53e-18,2.1631006382126783
ALD_HfO2_Si_05671,HfO2,Si(100),ALD,199.3,4.6,0.78,1.08,99.9,0.57,5.353798894561233e-18,5.35e-18,1.514246352362511
ALD_HfO2_Si_05672,HfO2,Si(100),ALD,217.2,4.6,0.22,1.03,99.9,0.76,2.9380725691006162e-18,2.94e-18,0.7943274011239153
ALD_HfO2_Si_05673,HfO2,Si(100),ALD,215.9,6.9,0.65,1.04,99.3,0.72,7.100116522175077e-18,7.1e-18,2.0107832789730153
ALD_HfO2_Si_05674,HfO2,Si(100),ALD,161.4,4.6,0.8,1.04,95.9,1.3,4.294450699043695e-18,4.29e-18,3.132459818294715
ALD_HfO2_Si_05675,HfO2,Si(100),ALD,240.2,3.5,0.84,1.06,99.9,1.22,6.8533299166519284e-18,6.85e-18,3.8053415712104397
ALD_HfO2_Si_05676,HfO2,Si(100),ALD,233.8,9.2,0.22,1.05,98.4,1.22,1.6939238860240611e-18,1.69e-18,0.9681919545142189
ALD_HfO2_Si_05677,HfO2,Si(100),ALD,165.9,9.7,0.85,1.01,94.0,1.01,5.357816238704541e-18,5.36e-18,2.801999774757262
ALD_HfO2_Si_05678,HfO2,Si(100),ALD,287.9,8.2,0.57,1.14,99.9,2.0,8.695142145107927e-18,8.7e-18,5.788274502261435
ALD_HfO2_Si_05679,HfO2,Si(100),ALD,288.3,9.4,0.34,1.11,99.9,2.0,5.009939705058785e-18,5.01e-18,3.393353123108044
ALD_HfO2_Si_05680,HfO2,Si(100),ALD,196.9,6.2,0.15,1.0,99.8,0.57,1.0449383509589525e-18,1.04e-18,0.3
ALD_HfO2_Si_05681,HfO2,Si(100),ALD,317.9,6.6,0.47,1.13,99.9,2.0,1.06743669134757e-17,1.07e-17,5.823624177219457
ALD_HfO2_Si_05682,HfO2,Si(100),ALD,237.6,9.7,0.57,1.06,99.9,1.18,8.100511049238354e-18,8.1e-18,3.2962413021184402
ALD_HfO2_Si_05683,HfO2,Si(100),ALD,214.4,0.7,0.72,1.04,99.9,0.56,5.266873336607445e-18,5.27e-18,1.4176664596683395
ALD_HfO2_Si_05684,HfO2,Si(100),ALD,329.1,6.7,0.23,1.14,99.9,2.0,7.707507616056388e-18,7.71e-18,3.461738413202891
ALD_HfO2_Si_05685,HfO2,Si(100),ALD,170.1,0.7,0.96,1.01,99.9,0.94,6.034839380974639e-18,6.03e-18,2.941302420114626
ALD_HfO2_Si_05686,HfO2,Si(100),ALD,180.8,7.0,0.58,0.99,98.4,0.68,2.1336935520781712e-18,2.13e-18,0.9834047104275147
ALD_HfO2_Si_05687,HfO2,Si(100),ALD,292.0,8.6,0.9,1.16,99.9,2.0,1.8246334187959466e-17,1.82e-17,10.0
ALD_HfO2_Si_05688,HfO2,Si(100),ALD,235.6,6.0,0.71,1.06,99.9,1.16,3.371696738308391e-18,3.37e-18,2.33321504833314
ALD_HfO2_Si_05689,HfO2,Si(100),ALD,178.5,8.9,0.86,1.0,96.2,0.75,3.90111153180262e-18,3.9e-18,1.785862528004629
ALD_HfO2_Si_05690,HfO2,Si(100),ALD,341.5,6.6,0.75,1.18,99.9,2.0,2.6318227269070988e-17,2.63e-17,10.0
ALD_HfO2_Si_05691,HfO2,Si(100),ALD,195.5,1.2,0.07,1.0,99.9,0.54,5.250544373406338e-19,5.25e-19,0.3
ALD_HfO2_Si_05692,HfO2,Si(100),ALD,239.7,2.6,0.8,1.05,99.9,1.43,5.155201807029218e-18,5.16e-18,3.775263061147177
ALD_HfO2_Si_05693,HfO2,Si(100),ALD,303.7,5.3,0.14,1.12,99.9,2.0,2.0755152794393666e-18,2.08e-18,1.4015233356820773
ALD_HfO2_Si_05694,HfO2,Si(100),ALD,198.5,9.2,0.78,1.02,97.8,0.51,2.5968696675035625e-18,2.6e-18,0.9435955988888466
ALD_HfO2_Si_05695,HfO2,Si(100),ALD,225.7,7.3,0.31,1.07,99.9,0.78,1.9554148620859682e-18,1.96e-18,0.7894747743003425
ALD_HfO2_Si_05696,HfO2,Si(100),ALD,167.5,5.6,0.14,0.98,97.8,1.05,8.5871137184933975e-19,8.59e-19,0.47328231470651644
ALD_HfO2_Si_05697,HfO2,Si(100),ALD,211.6,5.5,0.95,1.05,99.9,0.53,6.692686028445799e-18,6.69e-18,1.7373257247575444
ALD_HfO2_Si_05698,HfO2,Si(100),ALD,282.6,5.3,0.62,1.1,99.9,2.0,1.0944163504468337e-17,1.09e-17,6.772678796453269
ALD_HfO2_Si_05699,HfO2,Si(100),ALD,254.9,0.4,0.14,1.06,99.9,1.89,1.8620073152191825e-18,1.86e-18,1.2544688038537684
ALD_HfO2_Si_05700,HfO2,Si(100),ALD,173.4,9.5,0.68,1.02,94.0,0.87,3.903953476494369e-18,3.9e-18,1.8427625518235626
ALD_HfO2_Si_05701,HfO2,Si(100),ALD,254.6,3.1,0.51,1.08,99.9,2.0,8.815173815461313e-18,8.82e-18,5.51282080664558
ALD_HfO2_Si_05702,HfO2,Si(100),ALD,284.9,3.2,0.4,1.1,99.9,2.0,6.486841142004969e-18,6.49e-18,4.188128275015158
ALD_HfO2_Si_05703,HfO2,Si(100),ALD,309.5,1.6,0.1,1.12,99.9,2.0,3.0239856376868345e-18,3.02e-18,1.4297602215323728
ALD_HfO2_Si_05704,HfO2,Si(100),ALD,168.2,5.2,0.23,0.97,99.0,0.97,5.806083453318331e-19,5.81e-19,0.46080866985995605
ALD_HfO2_Si_05705,HfO2,Si(100),ALD,286.1,7.2,0.43,1.1,99.9,2.0,1.0574784048986109e-17,1.06e-17,5.544256692613791
ALD_HfO2_Si_05706,HfO2,Si(100),ALD,158.5,5.4,1.0,0.98,99.9,1.27,3.303866000798161e-18,3.3e-18,3.000946725425433
ALD_HfO2_Si_05707,HfO2,Si(100),ALD,212.6,4.4,0.16,1.04,99.9,0.48,9.599420168865762e-19,9.6e-19,0.3
ALD_HfO2_Si_05708,HfO2,Si(100),ALD,154.2,0.4,0.74,1.0,99.9,1.7,2.802096180947089e-18,2.8e-18,3.1823625325297433
ALD_HfO2_Si_05709,HfO2,Si(100),ALD,349.6,4.3,0.54,1.16,99.9,2.0,2.444279331645382e-17,2.44e-17,9.445950069865022
ALD_HfO2_Si_05710,HfO2,Si(100),ALD,307.6,0.3,0.81,1.18,99.9,2.0,1.343533140796826e-17,1.34e-17,8.577091619976494
ALD_HfO2_Si_05711,HfO2,Si(100),ALD,218.5,9.0,0.47,1.04,99.9,0.6,3.440989908126388e-18,3.44e-18,0.9919396061499531
ALD_HfO2_Si_05712,HfO2,Si(100),ALD,307.9,7.5,0.17,1.1,99.9,2.0,2.6909794025716736e-18,2.69e-18,1.758543013245729
ALD_HfO2_Si_05713,HfO2,Si(100),ALD,174.1,9.0,0.73,1.02,95.3,0.79,4.478244969839492e-18,4.48e-18,1.856888373683109
ALD_HfO2_Si_05714,HfO2,Si(100),ALD,338.9,8.7,0.6,1.17,99.9,2.0,2.221660621818571e-17,2.22e-17,9.492657942903096
ALD_HfO2_Si_05715,HfO2,Si(100),ALD,319.5,4.7,0.21,1.14,99.9,2.0,8.699645545827629e-18,8.7e-18,3.514259070822312
ALD_HfO2_Si_05716,HfO2,Si(100),ALD,304.6,8.0,0.65,1.13,99.9,2.0,2.811914434615996e-17,2.81e-17,10.0
ALD_HfO2_Si_05717,HfO2,Si(100),ALD,241.8,3.0,0.44,1.07,99.9,1.56,5.979855818823357e-18,5.98e-18,3.289573885314629
ALD_HfO2_Si_05718,HfO2,Si(100),ALD,314.7,4.8,0.45,1.13,99.9,2.0,1.1583585963551469e-17,1.16e-17,5.936098761065517
ALD_HfO2_Si_05719,HfO2,Si(100),ALD,185.0,7.4,0.25,1.01,96.4,0.57,1.1120444441367441e-18,1.11e-18,0.39070528388769177
ALD_HfO2_Si_05720,HfO2,Si(100),ALD,192.9,2.8,0.33,0.98,99.9,0.63,3.982814040477691e-18,3.98e-18,0.9389357743954602
ALD_HfO2_Si_05721,HfO2,Si(100),ALD,243.0,8.5,0.07,1.04,99.9,1.46,8.698252558537866e-19,8.7e-19,0.4683399819246797
ALD_HfO2_Si_05722,HfO2,Si(100),ALD,229.7,3.8,0.56,1.08,99.9,0.91,5.0919754665536064e-18,5.09e-18,1.997661544426012
ALD_HfO2_Si_05723,HfO2,Si(100),ALD,162.7,8.2,0.1,0.96,94.0,1.1,5.999675775442469e-19,6e-19,0.3502675690554623
ALD_HfO2_Si_05724,HfO2,Si(100),ALD,226.9,1.8,0.85,1.06,99.9,0.79,6.7958675628300985e-18,6.8e-18,2.4683251019415557
ALD_HfO2_Si_05725,HfO2,Si(100),ALD,289.6,5.7,0.25,1.1,99.9,2.0,2.2467282794066313e-18,2.25e-18,1.9485817386492175
ALD_HfO2_Si_05726,HfO2,Si(100),ALD,208.1,1.2,0.25,1.0,99.9,0.53,2.371955671234798e-18,2.37e-18,0.5305697805671405
ALD_HfO2_Si_05727,HfO2,Si(100),ALD,336.5,6.9,0.32,1.12,99.9,2.0,1.4017547667484512e-17,1.4e-17,5.5066104923357795
ALD_HfO2_Si_05728,HfO2,Si(100),ALD,249.7,4.2,0.91,1.09,99.9,1.72,1.3060350090222094e-17,1.31e-17,7.708500495898121
ALD_HfO2_Si_05729,HfO2,Si(100),ALD,155.4,3.1,0.89,1.0,99.3,1.49,4.1838727986856874e-18,4.18e-18,3.7377810698520895
ALD_HfO2_Si_05730,HfO2,Si(100),ALD,277.3,0.4,0.84,1.12,99.9,2.0,1.352719218928936e-17,1.35e-17,8.764291650079926
ALD_HfO2_Si_05731,HfO2,Si(100),ALD,225.2,0.4,0.96,1.07,99.9,0.84,9.600458376037689e-18,9.6e-18,3.315158059134808
ALD_HfO2_Si_05732,HfO2,Si(100),ALD,217.8,5.6,0.92,1.06,99.9,0.77,8.509621536728898e-18,8.51e-18,2.8008065528111685
ALD_HfO2_Si_05733,HfO2,Si(100),ALD,191.3,5.7,0.7,1.04,99.9,0.53,4.678360139056567e-18,4.68e-18,1.2468524622027863
ALD_HfO2_Si_05734,HfO2,Si(100),ALD,221.2,2.3,0.63,1.05,99.9,0.71,5.76919021360287e-18,5.77e-18,1.7596626049260755
ALD_HfO2_Si_05735,HfO2,Si(100),ALD,316.1,1.0,0.84,1.15,99.9,2.0,3.175306108960033e-17,3.18e-17,10.0
ALD_HfO2_Si_05736,HfO2,Si(100),ALD,292.3,8.3,0.56,1.12,99.9,2.0,1.1989903922573505e-17,1.2e-17,6.737134427135491
ALD_HfO2_Si_05737,HfO2,Si(100),ALD,267.8,0.7,0.16,1.08,99.9,2.0,2.36921622127907e-18,2.37e-18,1.6007948853414802
