id,material,substrate,process,T_C,P_Torr,t_pulse_s,GPC_A_per_cycle,Uniformity_pct,Interdiffusion_Width_nm,Diffusivity_cm2_per_s,Diffusivity_cm2_per_s_str
ALD_HfO2_Si_06108,HfO2,Si(100),ALD,188.8,7,0.18,0.98,99.8,0.65,1.469718598365068e-18,1.47e-18
ALD_HfO2_Si_06109,HfO2,Si(100),ALD,274.6,1,0.07,1.09,99.9,2,1.0281006923269221e-18,1.03e-18
ALD_HfO2_Si_06110,HfO2,Si(100),ALD,164.6,5.5,0.51,0.98,98.5,1.23,2.5076265351783405e-18,2.51e-18
ALD_HfO2_Si_06111,HfO2,Si(100),ALD,245.4,8.2,0.58,1.09,99.9,1.54,6.447045654207577e-18,6.45e-18
ALD_HfO2_Si_06112,HfO2,Si(100),ALD,166,1.5,0.44,0.97,99.9,0.92,3.664270151547585e-18,3.66e-18
ALD_HfO2_Si_06113,HfO2,Si(100),ALD,157.9,5.3,0.13,0.97,99.9,1.45,5.337229353155978e-19,5.34e-19
ALD_HfO2_Si_06114,HfO2,Si(100),ALD,304.7,3,0.53,1.12,99.9,2,1.3221069968398653e-17,1.32e-17
ALD_HfO2_Si_06115,HfO2,Si(100),ALD,169.2,7.3,0.05,0.97,98.9,0.94,2.2504752648350496e-19,2.25e-19
ALD_HfO2_Si_06116,HfO2,Si(100),ALD,287.9,2.9,0.48,1.1,99.9,2,9.403658903144433e-18,9.40e-18
ALD_HfO2_Si_06117,HfO2,Si(100),ALD,323.3,0.3,0.83,1.18,99.9,2,2.4924559956127663e-17,2.49e-17
ALD_HfO2_Si_06118,HfO2,Si(100),ALD,324,1.7,0.07,1.11,99.9,2,2.4887738042732408e-18,2.49e-18
ALD_HfO2_Si_06119,HfO2,Si(100),ALD,163.4,0.3,0.52,1,99.9,0.98,2.3962497407177145e-18,2.40e-18
ALD_HfO2_Si_06120,HfO2,Si(100),ALD,209.9,8.3,0.95,1.05,97.4,0.66,5.523942485787749e-18,5.52e-18
ALD_HfO2_Si_06121,HfO2,Si(100),ALD,302.5,3.3,0.96,1.15,99.9,2,1.5662252227656545e-17,1.57e-17
ALD_HfO2_Si_06122,HfO2,Si(100),ALD,348.4,0.5,0.11,1.16,99.9,2,4.644519390527079e-18,4.64e-18
ALD_HfO2_Si_06123,HfO2,Si(100),ALD,338,6.4,0.27,1.14,99.9,2,1.4946905682442812e-17,1.49e-17
ALD_HfO2_Si_06124,HfO2,Si(100),ALD,187.5,8.4,0.31,1.01,94.7,0.71,2.5765900651070514e-18,2.58e-18
ALD_HfO2_Si_06125,HfO2,Si(100),ALD,300.9,1,0.79,1.16,99.9,2,1.0935113342373535e-17,1.09e-17
ALD_HfO2_Si_06126,HfO2,Si(100),ALD,263.8,6.4,0.68,1.09,99.9,2,1.2001999850759482e-17,1.20e-17
ALD_HfO2_Si_06127,HfO2,Si(100),ALD,160.9,1,0.45,1,99.9,1.18,1.701303043544498e-18,1.70e-18
ALD_HfO2_Si_06128,HfO2,Si(100),ALD,288,6.3,0.16,1.12,99.9,2,2.5742333531404257e-18,2.57e-18
ALD_HfO2_Si_06129,HfO2,Si(100),ALD,195.7,0.2,0.98,1.03,99.9,0.32,7.33010592041529e-18,7.33e-18
ALD_HfO2_Si_06130,HfO2,Si(100),ALD,150.3,5.1,0.34,0.95,99.9,1.7,1.7061947185901702e-18,1.71e-18
ALD_HfO2_Si_06131,HfO2,Si(100),ALD,332.1,9.8,0.1,1.14,99.9,2,2.791592197095707e-18,2.79e-18
ALD_HfO2_Si_06132,HfO2,Si(100),ALD,305.6,6,0.84,1.14,99.9,2,1.4910370053581626e-17,1.49e-17
ALD_HfO2_Si_06133,HfO2,Si(100),ALD,314.4,8.7,0.16,1.15,99.9,2,5.230756987656226e-18,5.23e-18
ALD_HfO2_Si_06134,HfO2,Si(100),ALD,232.2,8,0.75,1.07,97.2,1.01,6.5025508807769735e-18,6.50e-18
ALD_HfO2_Si_06135,HfO2,Si(100),ALD,269,1.8,0.49,1.08,99.9,2,1.0533848121225827e-17,1.05e-17
ALD_HfO2_Si_06136,HfO2,Si(100),ALD,270.5,4.4,0.94,1.1,99.9,2,9.384344764635056e-18,9.38e-18
ALD_HfO2_Si_06137,HfO2,Si(100),ALD,235.5,9.9,0.44,1.07,97.7,1.16,4.921132345056676e-18,4.92e-18
ALD_HfO2_Si_06138,HfO2,Si(100),ALD,285.2,2.5,0.86,1.12,99.9,2,1.0355762742390307e-17,1.04e-17
ALD_HfO2_Si_06139,HfO2,Si(100),ALD,335.2,10,0.49,1.16,99.9,2,1.0956840066925684e-17,1.10e-17
ALD_HfO2_Si_06140,HfO2,Si(100),ALD,305.8,9.5,0.74,1.16,99.9,2,1.3444145329544311e-17,1.34e-17
ALD_HfO2_Si_06141,HfO2,Si(100),ALD,258.3,7.3,0.89,1.1,99.9,2,1.8607024770370733e-17,1.86e-17
ALD_HfO2_Si_06142,HfO2,Si(100),ALD,254,1.9,0.47,1.08,99.9,2,8.761062482548077e-18,8.76e-18
ALD_HfO2_Si_06143,HfO2,Si(100),ALD,232.3,5.6,0.5,1.06,99.9,1.07,6.650454271392732e-18,6.65e-18
ALD_HfO2_Si_06144,HfO2,Si(100),ALD,318,2.9,0.55,1.16,99.9,2,1.3285559009692775e-17,1.33e-17
ALD_HfO2_Si_06145,HfO2,Si(100),ALD,347.4,9.2,0.9,1.2,99.9,2,3.065856846046225e-17,3.07e-17
ALD_HfO2_Si_06146,HfO2,Si(100),ALD,170.8,1.3,0.3,0.98,99.9,0.91,2.456968011180384e-18,2.46e-18
ALD_HfO2_Si_06147,HfO2,Si(100),ALD,210.2,7.1,0.23,1.02,99.9,0.59,2.3523173140368192e-18,2.35e-18
ALD_HfO2_Si_06148,HfO2,Si(100),ALD,220.2,6.4,0.73,1.05,99.9,0.56,6.656865057144812e-18,6.66e-18
ALD_HfO2_Si_06149,HfO2,Si(100),ALD,177,5.3,0.79,0.99,98.7,0.68,7.260903577529754e-18,7.26e-18
ALD_HfO2_Si_06150,HfO2,Si(100),ALD,195.4,0.1,0.76,1.04,99.9,0.45,6.817871768744916e-18,6.82e-18
ALD_HfO2_Si_06151,HfO2,Si(100),ALD,227.6,2.5,0.38,1.07,99.9,0.85,3.980650128130276e-18,3.98e-18
ALD_HfO2_Si_06152,HfO2,Si(100),ALD,203.9,4.1,0.09,1,99.9,0.44,5.834376796362205e-19,5.83e-19
ALD_HfO2_Si_06153,HfO2,Si(100),ALD,340.8,2.6,0.78,1.17,99.9,2,1.9970740643599578e-17,2.00e-17
ALD_HfO2_Si_06154,HfO2,Si(100),ALD,291.2,5.7,0.82,1.12,99.9,2,1.3581208219334324e-17,1.36e-17
ALD_HfO2_Si_06155,HfO2,Si(100),ALD,197.5,9.1,0.97,1.06,99,0.62,7.994120670315861e-18,7.99e-18
ALD_HfO2_Si_06156,HfO2,Si(100),ALD,288.1,5.5,0.47,1.12,99.9,2,1.0839815213226003e-17,1.08e-17
ALD_HfO2_Si_06157,HfO2,Si(100),ALD,265.6,3.6,0.58,1.09,99.9,2,5.34288147302371e-18,5.34e-18
ALD_HfO2_Si_06158,HfO2,Si(100),ALD,230.9,3.1,0.47,1.04,99.9,0.99,2.635519058507847e-18,2.64e-18
ALD_HfO2_Si_06159,HfO2,Si(100),ALD,217.1,3.6,0.77,1.06,99.9,0.66,5.071418299609766e-18,5.07e-18
ALD_HfO2_Si_06160,HfO2,Si(100),ALD,326.1,1.9,0.82,1.14,99.9,2,1.8937222023307986e-17,1.89e-17
ALD_HfO2_Si_06161,HfO2,Si(100),ALD,297,5.9,0.57,1.13,99.9,2,1.585913140181568e-17,1.59e-17
ALD_HfO2_Si_06162,HfO2,Si(100),ALD,314,4.4,0.84,1.17,99.9,2,1.7807971435065556e-17,1.78e-17
ALD_HfO2_Si_06163,HfO2,Si(100),ALD,221.5,5.3,0.2,1.01,99.9,0.75,1.953395966437487e-18,1.95e-18
ALD_HfO2_Si_06164,HfO2,Si(100),ALD,209.4,9.7,0.95,1.03,98.5,0.48,8.75821040955962e-18,8.76e-18
ALD_HfO2_Si_06165,HfO2,Si(100),ALD,239.8,8.4,0.1,1.07,99.8,1.31,7.914409373164912e-19,7.91e-19
ALD_HfO2_Si_06166,HfO2,Si(100),ALD,285.8,8.6,1,1.13,99.6,2,2.698016228627117e-17,2.70e-17
ALD_HfO2_Si_06167,HfO2,Si(100),ALD,323.6,8.4,0.84,1.18,99.9,2,1.741195860998868e-17,1.74e-17
ALD_HfO2_Si_06168,HfO2,Si(100),ALD,275.1,9.7,0.62,1.1,99.9,2,1.5620573073421032e-17,1.56e-17
ALD_HfO2_Si_06169,HfO2,Si(100),ALD,220.1,6.5,0.78,1.06,99.9,0.72,6.801073891441191e-18,6.80e-18
ALD_HfO2_Si_06170,HfO2,Si(100),ALD,296.8,9.3,0.83,1.14,99.9,2,1.4605922513939273e-17,1.46e-17
ALD_HfO2_Si_06171,HfO2,Si(100),ALD,329.2,2.2,0.94,1.16,99.9,2,1.818944084806166e-17,1.82e-17
ALD_HfO2_Si_06172,HfO2,Si(100),ALD,292.8,1.5,0.34,1.11,99.9,2,6.7194676084388654e-18,6.72e-18
ALD_HfO2_Si_06173,HfO2,Si(100),ALD,216.5,6.4,0.58,1.04,99.9,0.66,9.875848058297455e-18,9.88e-18
ALD_HfO2_Si_06174,HfO2,Si(100),ALD,296.8,3,0.55,1.1,99.9,2,1.2175473398283402e-17,1.22e-17
ALD_HfO2_Si_06175,HfO2,Si(100),ALD,316.8,5,0.63,1.15,99.9,2,1.6369763819242806e-17,1.64e-17
ALD_HfO2_Si_06176,HfO2,Si(100),ALD,157.4,2.5,0.7,0.99,99.7,1.29,2.7642643493836683e-18,2.76e-18
ALD_HfO2_Si_06177,HfO2,Si(100),ALD,250.4,2.3,0.4,1.07,99.9,1.91,5.790401443180187e-18,5.79e-18
ALD_HfO2_Si_06178,HfO2,Si(100),ALD,297.5,7.1,0.39,1.1,99.9,2,7.963084080352502e-18,7.96e-18
ALD_HfO2_Si_06179,HfO2,Si(100),ALD,349.3,8.2,0.32,1.19,99.9,2,1.0485846091468309e-17,1.05e-17
ALD_HfO2_Si_06180,HfO2,Si(100),ALD,288.8,0.8,0.24,1.11,99.9,2,5.092641614789811e-18,5.09e-18
ALD_HfO2_Si_06181,HfO2,Si(100),ALD,212.4,7.5,0.25,1.04,99.7,0.51,1.1893729986745635e-18,1.19e-18
ALD_HfO2_Si_06182,HfO2,Si(100),ALD,230.7,1.9,0.5,1.05,99.9,1.05,4.914928589320103e-18,4.91e-18
ALD_HfO2_Si_06183,HfO2,Si(100),ALD,336.8,7.9,0.39,1.13,99.9,2,7.870681781484833e-18,7.87e-18
ALD_HfO2_Si_06184,HfO2,Si(100),ALD,303.6,0.9,0.68,1.17,99.9,2,1.4374701927477863e-17,1.44e-17
ALD_HfO2_Si_06185,HfO2,Si(100),ALD,319.6,3.9,0.32,1.13,99.9,2,6.344477847800382e-18,6.34e-18
ALD_HfO2_Si_06186,HfO2,Si(100),ALD,209.1,7.2,0.5,1.02,99.1,0.54,3.3379067702409975e-18,3.34e-18
ALD_HfO2_Si_06187,HfO2,Si(100),ALD,200.6,4.5,0.75,1.04,99.9,0.46,3.759911560097631e-18,3.76e-18
ALD_HfO2_Si_06188,HfO2,Si(100),ALD,320.3,6.8,0.35,1.16,99.9,2,1.2138551086494828e-17,1.21e-17
ALD_HfO2_Si_06189,HfO2,Si(100),ALD,300.3,1.3,0.29,1.11,99.9,2,4.696246920766719e-18,4.70e-18
ALD_HfO2_Si_06190,HfO2,Si(100),ALD,194.2,1,0.46,1.04,99.9,0.5,2.6460133711117433e-18,2.65e-18
ALD_HfO2_Si_06191,HfO2,Si(100),ALD,257,5.8,0.72,1.11,99.9,2,1.4912226337765895e-17,1.49e-17
ALD_HfO2_Si_06192,HfO2,Si(100),ALD,248.4,7.4,0.33,1.05,99.9,1.56,4.6611464831921346e-18,4.66e-18
ALD_HfO2_Si_06193,HfO2,Si(100),ALD,283,4.4,0.15,1.08,99.9,2,1.385054674570708e-18,1.39e-18
ALD_HfO2_Si_06194,HfO2,Si(100),ALD,174.4,1.5,0.06,0.99,99.9,0.88,5.152960939779404e-19,5.15e-19
ALD_HfO2_Si_06195,HfO2,Si(100),ALD,220.4,0.7,0.85,1.02,99.9,0.76,1.2678818358797268e-17,1.27e-17
ALD_HfO2_Si_06196,HfO2,Si(100),ALD,253.3,1.7,0.98,1.1,99.9,1.77,1.970063976651231e-17,1.97e-17
ALD_HfO2_Si_06197,HfO2,Si(100),ALD,257.9,2.5,0.8,1.08,99.9,2,1.28422846773692e-17,1.28e-17
ALD_HfO2_Si_06198,HfO2,Si(100),ALD,212.2,5.2,0.97,1.05,99.9,0.56,5.820546473477684e-18,5.82e-18
ALD_HfO2_Si_06199,HfO2,Si(100),ALD,246.7,8.7,0.73,1.08,99.9,1.58,8.457292543703571e-18,8.46e-18
ALD_HfO2_Si_06200,HfO2,Si(100),ALD,312.6,5.2,0.86,1.15,99.9,2,1.2651223414128294e-17,1.27e-17
ALD_HfO2_Si_06201,HfO2,Si(100),ALD,283.1,7.6,0.13,1.08,99.9,2,1.7661597315629485e-18,1.77e-18
ALD_HfO2_Si_06202,HfO2,Si(100),ALD,197.3,3.8,0.99,1.03,99.9,0.52,5.105257642325258e-18,5.11e-18
ALD_HfO2_Si_06203,HfO2,Si(100),ALD,268.1,5.2,0.45,1.13,99.9,2,5.451671303400061e-18,5.45e-18
ALD_HfO2_Si_06204,HfO2,Si(100),ALD,330.9,6.4,0.16,1.17,99.9,2,4.477700819226186e-18,4.48e-18
ALD_HfO2_Si_06205,HfO2,Si(100),ALD,260.4,8.7,0.48,1.07,99.9,2,5.73247354656901e-18,5.73e-18
ALD_HfO2_Si_06206,HfO2,Si(100),ALD,273,4.9,0.64,1.13,99.9,2,8.491488319149356e-18,8.49e-18
ALD_HfO2_Si_06207,HfO2,Si(100),ALD,264.6,1.4,0.12,1.06,99.9,2,1.578497866681473e-18,1.58e-18
ALD_HfO2_Si_06208,HfO2,Si(100),ALD,165.3,6.2,0.53,0.99,96.8,1.11,4.3535703282660065e-18,4.35e-18
ALD_HfO2_Si_06209,HfO2,Si(100),ALD,178.3,5.2,0.96,1.03,99.9,0.69,1.09040270321225e-17,1.09e-17
ALD_HfO2_Si_06210,HfO2,Si(100),ALD,257.3,6.8,0.49,1.07,99.9,2,5.607234344508843e-18,5.61e-18
ALD_HfO2_Si_06211,HfO2,Si(100),ALD,299.2,1.6,0.47,1.14,99.9,2,1.0257597997470438e-17,1.03e-17
ALD_HfO2_Si_06212,HfO2,Si(100),ALD,292.8,1.3,0.12,1.1,99.9,2,1.8003445439198958e-18,1.80e-18
ALD_HfO2_Si_06213,HfO2,Si(100),ALD,227.2,0.7,0.54,1.05,99.9,0.86,6.532073032339881e-18,6.53e-18
ALD_HfO2_Si_06214,HfO2,Si(100),ALD,206.2,7.8,0.27,1,99.9,0.42,1.865906223952609e-18,1.87e-18
ALD_HfO2_Si_06215,HfO2,Si(100),ALD,203.6,8.4,0.8,1.03,96.1,0.64,4.9482041788705124e-18,4.95e-18
ALD_HfO2_Si_06216,HfO2,Si(100),ALD,222.5,4.5,0.84,1.04,99.9,0.91,1.4241371712701764e-17,1.42e-17
ALD_HfO2_Si_06217,HfO2,Si(100),ALD,298.3,3.6,0.07,1.1,99.9,2,9.402626797111234e-19,9.40e-19
ALD_HfO2_Si_06218,HfO2,Si(100),ALD,342.8,6.8,0.83,1.17,99.9,2,1.2324052026166354e-17,1.23e-17
ALD_HfO2_Si_06219,HfO2,Si(100),ALD,298.7,0.9,0.24,1.11,99.9,2,6.051672951631942e-18,6.05e-18
ALD_HfO2_Si_06220,HfO2,Si(100),ALD,294.5,4.7,0.06,1.12,99.9,2,1.0423170727536409e-18,1.04e-18
ALD_HfO2_Si_06221,HfO2,Si(100),ALD,214.3,2.6,0.51,1.06,99.9,0.7,3.583063858548397e-18,3.58e-18
ALD_HfO2_Si_06222,HfO2,Si(100),ALD,189,4.7,0.09,0.99,99.9,0.5,1.2830424394830806e-18,1.28e-18
ALD_HfO2_Si_06223,HfO2,Si(100),ALD,169.7,1.5,0.71,1,99.9,1,4.85368829198712e-18,4.85e-18
ALD_HfO2_Si_06224,HfO2,Si(100),ALD,285.1,7.2,0.1,1.12,99.9,2,1.6391698955757157e-18,1.64e-18
ALD_HfO2_Si_06225,HfO2,Si(100),ALD,169.3,2.7,0.51,1,99.9,0.92,2.2496250697680857e-18,2.25e-18
ALD_HfO2_Si_06226,HfO2,Si(100),ALD,203,1.4,0.16,1.01,99.9,0.52,1.4190344519025216e-18,1.42e-18
ALD_HfO2_Si_06227,HfO2,Si(100),ALD,291.1,2.8,0.77,1.11,99.9,2,8.451662415086148e-18,8.45e-18
ALD_HfO2_Si_06228,HfO2,Si(100),ALD,285.7,8.6,0.29,1.11,99.9,2,4.356683337901013e-18,4.36e-18
ALD_HfO2_Si_06229,HfO2,Si(100),ALD,263,0.7,0.46,1.1,99.9,2,6.306100130645946e-18,6.31e-18
ALD_HfO2_Si_06230,HfO2,Si(100),ALD,345.7,7.8,0.73,1.17,99.9,2,2.4831214062750314e-17,2.48e-17
ALD_HfO2_Si_06231,HfO2,Si(100),ALD,315.3,0.8,0.92,1.17,99.9,2,2.0576491036969955e-17,2.06e-17
ALD_HfO2_Si_06232,HfO2,Si(100),ALD,338.7,8.9,0.37,1.15,99.9,2,8.824289920079812e-18,8.82e-18
ALD_HfO2_Si_06233,HfO2,Si(100),ALD,220.1,4.6,0.14,1.02,99.9,0.67,1.6307309811180442e-18,1.63e-18
ALD_HfO2_Si_06234,HfO2,Si(100),ALD,177,8.9,0.52,0.97,95.1,0.76,1.874930625352622e-18,1.87e-18
ALD_HfO2_Si_06235,HfO2,Si(100),ALD,231.6,1.5,0.45,1.05,99.9,1.11,4.158541832220787e-18,4.16e-18
ALD_HfO2_Si_06236,HfO2,Si(100),ALD,203.4,7.1,0.65,1.05,96.9,0.42,4.22187090087612e-18,4.22e-18
ALD_HfO2_Si_06237,HfO2,Si(100),ALD,230.2,9.7,1,1.07,98.9,1.01,1.349967150836559e-17,1.35e-17
ALD_HfO2_Si_06238,HfO2,Si(100),ALD,197.3,0.2,0.94,1.05,99.9,0.46,5.903405677199998e-18,5.90e-18
ALD_HfO2_Si_06239,HfO2,Si(100),ALD,193.5,8.9,0.76,1.02,98.7,0.67,5.968673964402685e-18,5.97e-18
ALD_HfO2_Si_06240,HfO2,Si(100),ALD,289.7,7.5,0.53,1.12,99.9,2,1.0536024905656337e-17,1.05e-17
ALD_HfO2_Si_06241,HfO2,Si(100),ALD,194,4.7,0.91,1.04,99.9,0.62,3.648152903789195e-18,3.65e-18
ALD_HfO2_Si_06242,HfO2,Si(100),ALD,277.1,7.9,0.69,1.1,99.9,2,1.082802136872411e-17,1.08e-17
ALD_HfO2_Si_06243,HfO2,Si(100),ALD,177.3,2.1,0.82,1.04,99.9,0.66,2.8501679097084455e-18,2.85e-18
ALD_HfO2_Si_06244,HfO2,Si(100),ALD,225,3.6,0.61,1.07,99.9,0.8,6.480103127507264e-18,6.48e-18
ALD_HfO2_Si_06245,HfO2,Si(100),ALD,221.3,1.3,0.33,1.03,99.9,0.75,2.4455539146436643e-18,2.45e-18
ALD_HfO2_Si_06246,HfO2,Si(100),ALD,243.5,6.7,0.29,1.07,99.9,1.41,4.768042762789834e-18,4.77e-18
ALD_HfO2_Si_06247,HfO2,Si(100),ALD,270.2,4.4,0.75,1.12,99.9,2,1.0626330841341531e-17,1.06e-17
ALD_HfO2_Si_06248,HfO2,Si(100),ALD,341.3,2.5,0.07,1.15,99.9,2,1.5877068368383294e-18,1.59e-18
ALD_HfO2_Si_06249,HfO2,Si(100),ALD,249.2,6.5,0.36,1.04,99.9,1.55,6.200066607733298e-18,6.20e-18
ALD_HfO2_Si_06250,HfO2,Si(100),ALD,156.3,8.6,0.37,0.99,95.9,1.5,1.3667252027212666e-18,1.37e-18
ALD_HfO2_Si_06251,HfO2,Si(100),ALD,338.7,1.1,0.07,1.13,99.9,2,2.7442529698968544e-18,2.74e-18
ALD_HfO2_Si_06252,HfO2,Si(100),ALD,270.7,2.6,0.14,1.07,99.9,2,2.3425576936187437e-18,2.34e-18
ALD_HfO2_Si_06253,HfO2,Si(100),ALD,189.7,6.6,0.88,1.07,99.7,0.68,5.26002900662145e-18,5.26e-18
ALD_HfO2_Si_06254,HfO2,Si(100),ALD,237.9,9.3,0.9,1.09,99.9,1.37,6.477247298447976e-18,6.48e-18
ALD_HfO2_Si_06255,HfO2,Si(100),ALD,312.1,6.8,0.88,1.15,99.9,2,2.891668953700912e-17,2.89e-17
ALD_HfO2_Si_06256,HfO2,Si(100),ALD,303.7,2.1,0.31,1.09,99.9,2,7.572495343428892e-18,7.57e-18
ALD_HfO2_Si_06257,HfO2,Si(100),ALD,165.5,7.1,0.61,1.02,94.6,1.05,2.54036987065853e-18,2.54e-18
ALD_HfO2_Si_06258,HfO2,Si(100),ALD,318.9,5,0.06,1.1,99.9,2,1.524995729960715e-18,1.52e-18
ALD_HfO2_Si_06259,HfO2,Si(100),ALD,193.4,4,0.46,1,99.9,0.47,4.275850672387136e-18,4.28e-18
ALD_HfO2_Si_06260,HfO2,Si(100),ALD,324.1,1.2,0.77,1.16,99.9,2,2.0397951506670402e-17,2.04e-17
ALD_HfO2_Si_06261,HfO2,Si(100),ALD,224.7,2.3,0.61,1.08,99.9,0.81,6.14693339824995e-18,6.15e-18
ALD_HfO2_Si_06262,HfO2,Si(100),ALD,210.3,4.4,0.38,1.04,99.9,0.58,4.186662364292174e-18,4.19e-18
ALD_HfO2_Si_06263,HfO2,Si(100),ALD,194.6,5.1,0.98,1.04,99.9,0.47,1.0874391504824975e-17,1.09e-17
ALD_HfO2_Si_06264,HfO2,Si(100),ALD,230.3,1.5,0.48,1.06,99.9,1.05,4.626620655205202e-18,4.63e-18
ALD_HfO2_Si_06265,HfO2,Si(100),ALD,187.7,8.1,0.49,1,98.2,0.55,2.1618582081244393e-18,2.16e-18
ALD_HfO2_Si_06266,HfO2,Si(100),ALD,183.3,1.1,0.38,1,99.9,0.59,1.6012879469605636e-18,1.60e-18
ALD_HfO2_Si_06267,HfO2,Si(100),ALD,193.6,6.4,0.09,1,99.9,0.56,4.951351518542137e-19,4.95e-19
ALD_HfO2_Si_06268,HfO2,Si(100),ALD,208.1,1.9,0.47,1.05,99.9,0.41,2.8607733792402613e-18,2.86e-18
ALD_HfO2_Si_06269,HfO2,Si(100),ALD,238.8,2.9,0.21,1.06,99.9,1.33,1.3835057997434947e-18,1.38e-18
ALD_HfO2_Si_06270,HfO2,Si(100),ALD,336.2,9.1,0.33,1.16,99.9,2,1.656417238876977e-17,1.66e-17
ALD_HfO2_Si_06271,HfO2,Si(100),ALD,280.2,7.9,0.75,1.11,99.9,2,1.4439490049598624e-17,1.44e-17
ALD_HfO2_Si_06272,HfO2,Si(100),ALD,231.9,9.9,0.67,1.08,98.9,1.12,5.805924202310791e-18,5.81e-18
ALD_HfO2_Si_06273,HfO2,Si(100),ALD,310.1,4.7,0.99,1.16,99.9,2,2.1813824139594047e-17,2.18e-17
ALD_HfO2_Si_06274,HfO2,Si(100),ALD,173,6.3,0.13,0.96,95.4,0.8,4.3922268081470075e-19,4.39e-19
ALD_HfO2_Si_06275,HfO2,Si(100),ALD,165.5,5.5,0.88,1,99.5,1,6.5427178696409815e-18,6.54e-18
ALD_HfO2_Si_06276,HfO2,Si(100),ALD,300.9,7.9,0.78,1.14,99.9,2,8.844227581208686e-18,8.84e-18
ALD_HfO2_Si_06277,HfO2,Si(100),ALD,169.6,2.9,0.42,1,99.9,1.05,2.680914622133146e-18,2.68e-18
ALD_HfO2_Si_06278,HfO2,Si(100),ALD,263.3,3.5,0.25,1.07,99.9,2,1.9698010819065773e-18,1.97e-18
ALD_HfO2_Si_06279,HfO2,Si(100),ALD,157.8,5.6,0.24,0.95,99.9,1.34,1.0443629568413586e-18,1.04e-18
ALD_HfO2_Si_06280,HfO2,Si(100),ALD,223.5,0.1,0.92,1.07,99.9,0.76,1.2459050215319444e-17,1.25e-17
ALD_HfO2_Si_06281,HfO2,Si(100),ALD,294,1.2,0.08,1.1,99.9,2,9.400293446655026e-19,9.40e-19
ALD_HfO2_Si_06282,HfO2,Si(100),ALD,311.7,9.2,0.72,1.15,99.9,2,1.545086036301776e-17,1.55e-17
ALD_HfO2_Si_06283,HfO2,Si(100),ALD,153.1,9.1,0.5,0.99,94.7,1.64,2.7743931643940567e-18,2.77e-18
ALD_HfO2_Si_06284,HfO2,Si(100),ALD,339.9,4.3,0.22,1.17,99.9,2,7.565829516891612e-18,7.57e-18
ALD_HfO2_Si_06285,HfO2,Si(100),ALD,242.9,0.6,0.56,1.06,99.9,1.43,6.527951928246902e-18,6.53e-18
ALD_HfO2_Si_06286,HfO2,Si(100),ALD,158.3,2.8,0.11,0.95,98.8,1.39,6.306160898631982e-19,6.31e-19
ALD_HfO2_Si_06287,HfO2,Si(100),ALD,313.7,2.2,0.89,1.14,99.9,2,1.71077516119275e-17,1.71e-17
ALD_HfO2_Si_06288,HfO2,Si(100),ALD,291.6,4.9,0.83,1.14,99.9,2,2.7228323706223638e-17,2.72e-17
ALD_HfO2_Si_06289,HfO2,Si(100),ALD,249.4,1.5,0.31,1.09,99.9,1.78,2.306641653784316e-18,2.31e-18
ALD_HfO2_Si_06290,HfO2,Si(100),ALD,218.5,4.1,0.74,1.05,99.9,0.7,9.326817876882452e-18,9.33e-18
ALD_HfO2_Si_06291,HfO2,Si(100),ALD,177.3,5.1,0.15,0.98,98.4,0.69,9.215078718952854e-19,9.22e-19
ALD_HfO2_Si_06292,HfO2,Si(100),ALD,321.7,7.7,0.35,1.16,99.9,2,1.0608566816860998e-17,1.06e-17
ALD_HfO2_Si_06293,HfO2,Si(100),ALD,158,5.2,0.97,1.01,98.2,1.41,5.954475551723745e-18,5.95e-18
ALD_HfO2_Si_06294,HfO2,Si(100),ALD,305.4,6.1,0.75,1.15,99.9,2,1.8747665513041382e-17,1.87e-17
ALD_HfO2_Si_06295,HfO2,Si(100),ALD,187.6,0.5,0.95,1.02,99.9,0.57,4.868093301786822e-18,4.87e-18
ALD_HfO2_Si_06296,HfO2,Si(100),ALD,167.8,1.9,0.61,1.01,99.9,1.09,2.993463147094156e-18,2.99e-18
ALD_HfO2_Si_06297,HfO2,Si(100),ALD,247.2,1.2,0.26,1.05,99.9,1.61,1.991397072356223e-18,1.99e-18
ALD_HfO2_Si_06298,HfO2,Si(100),ALD,284.6,2.5,0.72,1.1,99.9,2,1.126639799449649e-17,1.13e-17
ALD_HfO2_Si_06299,HfO2,Si(100),ALD,185.4,8.6,0.39,1,94,0.57,2.7730184841277916e-18,2.77e-18
ALD_HfO2_Si_06300,HfO2,Si(100),ALD,225.3,0.7,0.97,1.07,99.9,0.79,1.1116044273927833e-17,1.11e-17
ALD_HfO2_Si_06301,HfO2,Si(100),ALD,196.5,0.2,0.51,1.02,99.9,0.55,4.060009934791436e-18,4.06e-18
ALD_HfO2_Si_06302,HfO2,Si(100),ALD,240.4,6.5,0.34,1.04,99.9,1.29,2.205477255784416e-18,2.21e-18
ALD_HfO2_Si_06303,HfO2,Si(100),ALD,243.2,0.9,0.44,1.08,99.9,1.61,4.255223079985433e-18,4.26e-18
ALD_HfO2_Si_06304,HfO2,Si(100),ALD,296.3,8.7,0.61,1.14,99.9,2,9.682753988761803e-18,9.68e-18
ALD_HfO2_Si_06305,HfO2,Si(100),ALD,204.3,8.4,0.08,0.98,96.8,0.51,4.18667458026761e-19,4.19e-19
